epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,3218.86,1.56434,0.74603,1.2156,0.80381,0.79881,0.78495,0.31611,2.26892,0.91345,1.48958,0.000371185,0.000371185,0.000371185
58,3273.39,1.48172,0.73658,1.17803,0.8087,0.8017,0.78842,0.312,2.28569,0.93072,1.50014,0.000362938,0.000362938,0.000362938
59,3328.92,1.55288,0.74994,1.18558,0.83626,0.8123,0.80627,0.32325,2.26978,0.91717,1.49139,0.000354691,0.000354691,0.000354691
60,3387.92,1.55731,0.747,1.13242,0.83059,0.80162,0.8048,0.32263,2.27463,0.90219,1.49546,0.000346445,0.000346445,0.000346445
61,3443.58,1.45801,0.71504,1.1272,0.82442,0.81581,0.81094,0.32015,2.28449,0.90833,1.50293,0.000338198,0.000338198,0.000338198
62,3497.48,1.49992,0.70642,1.18572,0.83349,0.80857,0.79132,0.31412,2.28551,0.92038,1.50524,0.000329951,0.000329951,0.000329951
63,3549.9,1.55864,0.73475,1.16319,0.84561,0.82024,0.79177,0.31217,2.26613,0.91218,1.49576,0.000321705,0.000321705,0.000321705
64,3601.2,1.4217,0.70753,1.14927,0.86253,0.81926,0.80448,0.32214,2.25945,0.90525,1.4881,0.000313458,0.000313458,0.000313458
65,3660.59,1.41692,0.6746,1.11644,0.86342,0.81189,0.80753,0.32442,2.24071,0.89437,1.4823,0.000305211,0.000305211,0.000305211
66,3718.25,1.47193,0.7372,1.1829,0.82737,0.8202,0.80336,0.32061,2.25098,0.90212,1.49619,0.000296964,0.000296964,0.000296964
67,3770.95,1.47192,0.70077,1.10381,0.84293,0.80137,0.81104,0.30844,2.29013,0.91569,1.52762,0.000288718,0.000288718,0.000288718
68,3825.89,1.34374,0.69769,1.14915,0.83786,0.80892,0.80196,0.29936,2.287,0.92277,1.52863,0.000280471,0.000280471,0.000280471
69,3881.29,1.42368,0.69868,1.16254,0.80364,0.83918,0.80248,0.30574,2.27039,0.91376,1.52456,0.000272224,0.000272224,0.000272224
70,3944.27,1.38739,0.67939,1.08839,0.81112,0.81359,0.79554,0.30559,2.28891,0.91522,1.53585,0.000263978,0.000263978,0.000263978
71,4004.71,1.41151,0.70089,1.15797,0.79115,0.76942,0.75824,0.28812,2.31323,0.92364,1.54601,0.000255731,0.000255731,0.000255731
72,4063.73,1.43515,0.66938,1.08468,0.82753,0.78861,0.78153,0.29122,2.32551,0.92483,1.56138,0.000247484,0.000247484,0.000247484
73,4118.22,1.35691,0.65453,1.10306,0.84407,0.80221,0.79805,0.29301,2.31284,0.90174,1.56048,0.000239238,0.000239238,0.000239238
74,4171.44,1.39483,0.67741,1.12952,0.82427,0.81477,0.80882,0.3031,2.27948,0.88629,1.53778,0.000230991,0.000230991,0.000230991
75,4224.44,1.42868,0.67793,1.13316,0.80065,0.81667,0.7841,0.30646,2.2576,0.88472,1.52357,0.000222744,0.000222744,0.000222744
76,4278.66,1.4413,0.67693,1.1299,0.80466,0.8207,0.78446,0.30612,2.2645,0.90312,1.52784,0.000214497,0.000214497,0.000214497
77,4331.68,1.45568,0.69354,1.07416,0.8125,0.83459,0.80989,0.3037,2.28524,0.92462,1.53995,0.000206251,0.000206251,0.000206251
