epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,207.389,1.80877,1.73237,1.18226,0.82884,0.33127,0.82037,0.42568,1.63042,2.62675,1.18736,0.000552434,0.000552434,0.000552434
22,217.173,1.72976,1.56341,1.18672,0.88475,0.32916,0.87068,0.43845,1.65598,2.54177,1.20343,0.000572015,0.000572015,0.000572015
23,227.168,1.73348,1.5647,1.20569,0.88475,0.32916,0.87068,0.43845,1.65598,2.54177,1.20343,0.000590936,0.000590936,0.000590936
24,236.648,1.65269,1.50579,1.13175,0.81411,0.44849,0.7837,0.42192,1.63525,2.38926,1.19655,0.000609198,0.000609198,0.000609198
25,246.124,1.63488,1.48959,1.18793,0.81411,0.44849,0.7837,0.42192,1.63525,2.38926,1.19655,0.0006268,0.0006268,0.0006268
26,255.84,1.6255,1.44528,1.17543,0.62923,0.5357,0.59598,0.30791,1.66057,2.33098,1.21752,0.000643741,0.000643741,0.000643741
27,265.353,1.70431,1.3892,1.22006,0.62923,0.5357,0.59598,0.30791,1.66057,2.33098,1.21752,0.000660023,0.000660023,0.000660023
28,274.901,1.62189,1.48441,1.20326,0.47032,0.37207,0.47983,0.23342,1.68513,2.53636,1.23028,0.000675645,0.000675645,0.000675645
29,284.272,1.66377,1.46484,1.23654,0.47032,0.37207,0.47983,0.23342,1.68513,2.53636,1.23028,0.000690606,0.000690606,0.000690606
30,293.743,1.64006,1.45169,1.21629,0.47032,0.37207,0.47983,0.23342,1.68513,2.53636,1.23028,0.000704908,0.000704908,0.000704908
31,303.327,1.63142,1.39602,1.17644,0.66336,0.56267,0.63307,0.32914,1.53984,2.28011,1.16745,0.00071855,0.00071855,0.00071855
32,313.106,1.67193,1.42953,1.19887,0.66336,0.56267,0.63307,0.32914,1.53984,2.28011,1.16745,0.000731532,0.000731532,0.000731532
33,323.408,1.63551,1.31653,1.1553,0.63147,0.80084,0.67892,0.38502,1.5034,1.76569,1.14272,0.000743854,0.000743854,0.000743854
34,333.947,1.61957,1.33018,1.15042,0.63147,0.80084,0.67892,0.38502,1.5034,1.76569,1.14272,0.000748036,0.000748036,0.000748036
35,343.764,1.58979,1.26173,1.13647,0.63147,0.80084,0.67892,0.38502,1.5034,1.76569,1.14272,0.000737037,0.000737037,0.000737037
36,353.433,1.60773,1.27304,1.16396,0.75649,0.77104,0.79606,0.45797,1.47932,1.49234,1.14176,0.000726038,0.000726038,0.000726038
37,362.918,1.55633,1.27296,1.14709,0.75649,0.77104,0.79606,0.45797,1.47932,1.49234,1.14176,0.00071504,0.00071504,0.00071504
38,372.377,1.49998,1.27097,1.12053,0.75649,0.77104,0.79606,0.45797,1.47932,1.49234,1.14176,0.000704041,0.000704041,0.000704041
39,382.286,1.63275,1.2459,1.16255,0.81162,0.87202,0.86273,0.45108,1.57602,1.43884,1.17508,0.000693042,0.000693042,0.000693042
40,391.771,1.55377,1.32394,1.17376,0.81162,0.87202,0.86273,0.45108,1.57602,1.43884,1.17508,0.000682043,0.000682043,0.000682043
41,401.328,1.59483,1.28387,1.1934,0.90307,0.88928,0.94003,0.50641,1.51552,1.52513,1.15517,0.000671044,0.000671044,0.000671044
42,410.834,1.52389,1.17866,1.11621,0.90307,0.88928,0.94003,0.50641,1.51552,1.52513,1.15517,0.000660045,0.000660045,0.000660045
43,420.317,1.57908,1.24889,1.20214,0.90307,0.88928,0.94003,0.50641,1.51552,1.52513,1.15517,0.000649046,0.000649046,0.000649046
44,429.844,1.57349,1.18508,1.14475,0.94225,0.96613,0.99233,0.55093,1.4814,1.42136,1.14176,0.000638047,0.000638047,0.000638047
45,439.589,1.55441,1.19854,1.14516,0.94225,0.96613,0.99233,0.55093,1.4814,1.42136,1.14176,0.000627048,0.000627048,0.000627048
46,449.131,1.53381,1.13819,1.16587,0.94225,0.96613,0.99233,0.55093,1.4814,1.42136,1.14176,0.000616049,0.000616049,0.000616049
47,458.754,1.50912,1.15861,1.14309,0.97067,0.98637,0.995,0.53706,1.51131,1.21295,1.16531,0.000605051,0.000605051,0.000605051
48,468.43,1.58704,1.26224,1.24039,0.97067,0.98637,0.995,0.53706,1.51131,1.21295,1.16531,0.000594052,0.000594052,0.000594052
49,478.262,1.48139,1.14663,1.15032,0.96314,1,0.995,0.53242,1.60439,1.0949,1.18857,0.000583053,0.000583053,0.000583053
50,487.78,1.50815,1.09253,1.16227,0.96314,1,0.995,0.53242,1.60439,1.0949,1.18857,0.000572054,0.000572054,0.000572054
51,497.379,1.62495,1.15367,1.20805,0.96314,1,0.995,0.53242,1.60439,1.0949,1.18857,0.000561055,0.000561055,0.000561055
52,507.398,1.56799,1.15303,1.15551,0.97154,0.99349,0.995,0.55007,1.53136,1.06993,1.16509,0.000550056,0.000550056,0.000550056
53,517.778,1.54165,1.13506,1.19369,0.97154,0.99349,0.995,0.55007,1.53136,1.06993,1.16509,0.000539057,0.000539057,0.000539057
54,527.592,1.52068,1.0984,1.16705,0.97154,0.99349,0.995,0.55007,1.53136,1.06993,1.16509,0.000528058,0.000528058,0.000528058
55,537.575,1.57515,1.16078,1.16335,0.97061,1,0.995,0.54911,1.50126,1.08846,1.17001,0.000517059,0.000517059,0.000517059
56,547.3,1.55754,1.14699,1.15287,0.97061,1,0.995,0.54911,1.50126,1.08846,1.17001,0.00050606,0.00050606,0.00050606
57,557.142,1.52945,1.12595,1.21678,0.95886,0.98952,0.995,0.52648,1.5815,1.11096,1.18554,0.000495062,0.000495062,0.000495062
58,566.741,1.51935,1.12315,1.11906,0.95886,0.98952,0.995,0.52648,1.5815,1.11096,1.18554,0.000484063,0.000484063,0.000484063
59,576.283,1.50741,1.04392,1.09875,0.95886,0.98952,0.995,0.52648,1.5815,1.11096,1.18554,0.000473064,0.000473064,0.000473064
60,586.046,1.46553,1.04673,1.12599,0.94044,0.98581,0.995,0.52775,1.56859,1.08956,1.18158,0.000462065,0.000462065,0.000462065
61,595.925,1.49469,1.09765,1.16646,0.94044,0.98581,0.995,0.52775,1.56859,1.08956,1.18158,0.000451066,0.000451066,0.000451066
62,605.442,1.53677,1.11171,1.18487,0.94044,0.98581,0.995,0.52775,1.56859,1.08956,1.18158,0.000440067,0.000440067,0.000440067
63,615.026,1.47355,1.03879,1.14577,0.93582,1,0.995,0.56454,1.45091,1.01101,1.16168,0.000429068,0.000429068,0.000429068
64,625.104,1.52011,1.06287,1.16168,0.93582,1,0.995,0.56454,1.45091,1.01101,1.16168,0.000418069,0.000418069,0.000418069
65,634.782,1.44107,1.03824,1.13364,0.93822,0.975,0.99233,0.56789,1.47367,0.96564,1.17038,0.00040707,0.00040707,0.00040707
66,644.345,1.43028,0.99217,1.09343,0.93822,0.975,0.99233,0.56789,1.47367,0.96564,1.17038,0.000396071,0.000396071,0.000396071
67,653.901,1.49623,1.01778,1.13691,0.93822,0.975,0.99233,0.56789,1.47367,0.96564,1.17038,0.000385073,0.000385073,0.000385073
68,663.559,1.43009,1.05135,1.10971,0.95182,1,0.995,0.59205,1.41981,0.93779,1.14683,0.000374074,0.000374074,0.000374074
69,673.261,1.47267,1.05455,1.13867,0.95182,1,0.995,0.59205,1.41981,0.93779,1.14683,0.000363075,0.000363075,0.000363075
70,682.943,1.44048,1.0256,1.13555,0.95182,1,0.995,0.59205,1.41981,0.93779,1.14683,0.000352076,0.000352076,0.000352076
71,692.6,1.44077,1.05226,1.12578,0.94427,0.99967,0.995,0.60912,1.37843,0.92812,1.12862,0.000341077,0.000341077,0.000341077
72,702.196,1.45767,0.99689,1.1169,0.94427,0.99967,0.995,0.60912,1.37843,0.92812,1.12862,0.000330078,0.000330078,0.000330078
73,711.895,1.46661,1.01322,1.12582,0.94349,0.99616,0.995,0.60565,1.3836,0.90635,1.12759,0.000319079,0.000319079,0.000319079
74,721.589,1.49459,1.06427,1.15124,0.94349,0.99616,0.995,0.60565,1.3836,0.90635,1.12759,0.00030808,0.00030808,0.00030808
75,731.367,1.42892,0.97951,1.09784,0.94349,0.99616,0.995,0.60565,1.3836,0.90635,1.12759,0.000297081,0.000297081,0.000297081
76,740.966,1.41609,0.96734,1.1172,0.96867,0.98477,0.995,0.62391,1.35012,0.88083,1.1225,0.000286083,0.000286083,0.000286083
77,750.482,1.5167,1.03619,1.16412,0.96867,0.98477,0.995,0.62391,1.35012,0.88083,1.1225,0.000275084,0.000275084,0.000275084
78,760.13,1.37431,0.96567,1.06421,0.96867,0.98477,0.995,0.62391,1.35012,0.88083,1.1225,0.000264085,0.000264085,0.000264085
79,769.685,1.40884,0.9515,1.06983,0.97255,0.98531,0.995,0.63406,1.34919,0.8739,1.12845,0.000253086,0.000253086,0.000253086
80,779.296,1.4616,0.94633,1.0944,0.97255,0.98531,0.995,0.63406,1.34919,0.8739,1.12845,0.000242087,0.000242087,0.000242087
81,788.856,1.41034,1.03183,1.08631,0.96064,0.99669,0.995,0.61024,1.37848,0.87401,1.1412,0.000231088,0.000231088,0.000231088
82,798.349,1.4304,0.99523,1.1486,0.96064,0.99669,0.995,0.61024,1.37848,0.87401,1.1412,0.000220089,0.000220089,0.000220089
83,807.919,1.41629,0.9846,1.05856,0.96064,0.99669,0.995,0.61024,1.37848,0.87401,1.1412,0.00020909,0.00020909,0.00020909
84,817.522,1.38197,0.97327,1.08746,0.95725,1,0.995,0.61462,1.36951,0.87955,1.13977,0.000198091,0.000198091,0.000198091
85,827.325,1.37094,0.96529,1.1168,0.95725,1,0.995,0.61462,1.36951,0.87955,1.13977,0.000187092,0.000187092,0.000187092
86,837.389,1.4109,0.93855,1.0803,0.95725,1,0.995,0.61462,1.36951,0.87955,1.13977,0.000176094,0.000176094,0.000176094
87,847.278,1.35136,0.92508,1.04218,0.95201,1,0.995,0.63095,1.36013,0.8858,1.1337,0.000165095,0.000165095,0.000165095
88,857.448,1.39796,0.95669,1.07822,0.95201,1,0.995,0.63095,1.36013,0.8858,1.1337,0.000154096,0.000154096,0.000154096
89,867.647,1.38703,1.00592,1.12944,0.9486,1,0.995,0.62868,1.34133,0.87264,1.12887,0.000143097,0.000143097,0.000143097
90,877.674,1.43472,0.97098,1.06787,0.9486,1,0.995,0.62868,1.34133,0.87264,1.12887,0.000132098,0.000132098,0.000132098
91,887.413,1.38388,1.06797,1.14476,0.9486,1,0.995,0.62868,1.34133,0.87264,1.12887,0.000121099,0.000121099,0.000121099
92,897.071,1.38934,1.0788,1.12281,0.95498,0.99841,0.995,0.62377,1.3447,0.86347,1.12779,0.0001101,0.0001101,0.0001101
93,906.514,1.35295,1.10221,1.09337,0.95498,0.99841,0.995,0.62377,1.3447,0.86347,1.12779,9.91012e-05,9.91012e-05,9.91012e-05
94,916.138,1.40281,1.0367,1.15022,0.95498,0.99841,0.995,0.62377,1.3447,0.86347,1.12779,8.81023e-05,8.81023e-05,8.81023e-05
95,925.946,1.36423,1.06433,1.0864,0.96404,0.99403,0.995,0.61592,1.36156,0.86989,1.132,7.71034e-05,7.71034e-05,7.71034e-05
96,935.343,1.35369,1.0491,1.102,0.96404,0.99403,0.995,0.61592,1.36156,0.86989,1.132,6.61045e-05,6.61045e-05,6.61045e-05
97,945.159,1.44697,1.12588,1.08755,0.96953,0.99959,0.995,0.6049,1.38864,0.8726,1.13745,5.51056e-05,5.51056e-05,5.51056e-05
98,955.033,1.40006,1.05892,1.08169,0.96953,0.99959,0.995,0.6049,1.38864,0.8726,1.13745,4.41067e-05,4.41067e-05,4.41067e-05
99,964.916,1.34419,1.02508,1.10864,0.96953,0.99959,0.995,0.6049,1.38864,0.8726,1.13745,3.31078e-05,3.31078e-05,3.31078e-05
100,975.92,1.38568,1.06398,1.09535,0.97019,1,0.995,0.60536,1.40883,0.88118,1.14263,2.21089e-05,2.21089e-05,2.21089e-05
