epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,357.797,1.68931,1.64295,1.04279,0.02329,0.97619,0.82906,0.38888,1.71564,3.09691,1.09458,0.000209656,0.000209656,0.000209656
38,367.455,1.80028,1.62939,1.10918,0.59823,0.92857,0.90502,0.42719,1.72432,2.96677,1.09067,0.00020055,0.00020055,0.00020055
39,376.813,1.80034,1.59511,1.23966,0.99686,0.71616,0.95821,0.44399,1.72947,2.84759,1.08773,0.000190652,0.000190652,0.000190652
40,386.303,1.84139,1.70119,1.23039,0.99686,0.71616,0.95821,0.44399,1.72947,2.84759,1.08773,0.000179962,0.000179962,0.000179962
41,395.852,1.82387,1.747,1.12863,1,0.51284,0.96719,0.44916,1.73139,2.77207,1.0876,0.00016848,0.00016848,0.00016848
42,405.094,1.68685,1.56782,1.14842,1,0.52084,0.96894,0.44146,1.73475,2.7264,1.0858,0.000156206,0.000156206,0.000156206
43,414.539,1.66909,1.76091,1.14626,1,0.52084,0.96894,0.44146,1.73475,2.7264,1.0858,0.00014314,0.00014314,0.00014314
44,424,1.8023,2.03664,1.1098,0.97706,0.31629,0.96368,0.44647,1.73681,2.64161,1.08346,0.000129282,0.000129282,0.000129282
45,433.25,1.76767,1.59836,1.19479,0.97706,0.31629,0.96368,0.44647,1.73681,2.64161,1.08346,0.000114632,0.000114632,0.000114632
46,442.715,1.70717,1.62323,1.15496,0.97177,0.36708,0.96594,0.44,1.72885,2.55102,1.07823,9.919e-05,9.919e-05,9.919e-05
47,452.047,1.62587,1.63573,1.10262,0.97177,0.36708,0.96594,0.44,1.72885,2.55102,1.07823,8.2956e-05,8.2956e-05,8.2956e-05
48,461.631,1.66598,1.51649,1.09802,0.9752,0.51516,0.96221,0.44865,1.72572,2.45139,1.07492,6.593e-05,6.593e-05,6.593e-05
49,470.953,1.75169,1.61183,1.15634,0.9752,0.51516,0.96221,0.44865,1.72572,2.45139,1.07492,4.8112e-05,4.8112e-05,4.8112e-05
50,480.492,1.89299,1.85372,1.14009,0.95408,0.63399,0.97281,0.45384,1.72446,2.34213,1.07263,2.9502e-05,2.9502e-05,2.9502e-05
