epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,288.442,1.60368,1.36207,1.17711,0.81871,0.6658,0.85055,0.37321,1.96252,2.12118,1.44137,0.000743854,0.000743854,0.000743854
34,296.419,1.58444,1.29497,1.22,0.81871,0.6658,0.85055,0.37321,1.96252,2.12118,1.44137,0.000748036,0.000748036,0.000748036
35,305.008,1.70284,1.53512,1.26708,0.81871,0.6658,0.85055,0.37321,1.96252,2.12118,1.44137,0.000737037,0.000737037,0.000737037
36,313.34,1.59031,1.358,1.29152,0.75751,0.66471,0.80604,0.38728,1.96511,1.8747,1.5034,0.000726038,0.000726038,0.000726038
37,322.383,1.51642,1.23061,1.20474,0.75751,0.66471,0.80604,0.38728,1.96511,1.8747,1.5034,0.00071504,0.00071504,0.00071504
38,330.964,1.51808,1.2285,1.18048,0.75751,0.66471,0.80604,0.38728,1.96511,1.8747,1.5034,0.000704041,0.000704041,0.000704041
39,339.599,1.57029,1.27736,1.20036,0.79671,0.74793,0.81682,0.39061,1.96694,1.60359,1.54732,0.000693042,0.000693042,0.000693042
40,347.979,1.55431,1.22598,1.13713,0.79671,0.74793,0.81682,0.39061,1.96694,1.60359,1.54732,0.000682043,0.000682043,0.000682043
41,355.965,1.51191,1.22341,1.24682,0.81561,0.86681,0.83429,0.38807,1.93177,1.50002,1.55078,0.000671044,0.000671044,0.000671044
42,365.49,1.47081,1.17901,1.16838,0.81561,0.86681,0.83429,0.38807,1.93177,1.50002,1.55078,0.000660045,0.000660045,0.000660045
43,373.601,1.49984,1.22418,1.18563,0.81561,0.86681,0.83429,0.38807,1.93177,1.50002,1.55078,0.000649046,0.000649046,0.000649046
44,381.668,1.49721,1.19884,1.20951,0.75412,0.82496,0.8255,0.39404,1.98492,1.52431,1.59908,0.000638047,0.000638047,0.000638047
45,389.963,1.50691,1.1316,1.20146,0.75412,0.82496,0.8255,0.39404,1.98492,1.52431,1.59908,0.000627048,0.000627048,0.000627048
46,397.904,1.47791,1.17533,1.15686,0.75412,0.82496,0.8255,0.39404,1.98492,1.52431,1.59908,0.000616049,0.000616049,0.000616049
47,405.829,1.45973,1.21132,1.1832,0.84004,0.96,0.89095,0.38802,1.99988,1.38491,1.62341,0.000605051,0.000605051,0.000605051
48,414.645,1.44615,1.17676,1.13676,0.84004,0.96,0.89095,0.38802,1.99988,1.38491,1.62341,0.000594052,0.000594052,0.000594052
49,423.483,1.45018,1.18837,1.19413,0.91019,0.95565,0.93229,0.42128,1.95166,1.23677,1.59844,0.000583053,0.000583053,0.000583053
50,433.609,1.48811,1.09379,1.19564,0.91019,0.95565,0.93229,0.42128,1.95166,1.23677,1.59844,0.000572054,0.000572054,0.000572054
51,444.48,1.63546,1.26742,1.21489,0.91019,0.95565,0.93229,0.42128,1.95166,1.23677,1.59844,0.000561055,0.000561055,0.000561055
52,454.473,1.47713,1.06251,1.15189,0.88326,0.88404,0.85895,0.40745,1.97143,1.14064,1.63062,0.000550056,0.000550056,0.000550056
53,464.127,1.55189,1.12605,1.14324,0.88326,0.88404,0.85895,0.40745,1.97143,1.14064,1.63062,0.000539057,0.000539057,0.000539057
54,474.674,1.40146,1.17397,1.17348,0.88326,0.88404,0.85895,0.40745,1.97143,1.14064,1.63062,0.000528058,0.000528058,0.000528058
55,486.912,1.5591,1.17527,1.25808,0.83468,0.84,0.83333,0.42834,1.96091,1.12285,1.59622,0.000517059,0.000517059,0.000517059
56,497.926,1.41957,1.10849,1.14762,0.83468,0.84,0.83333,0.42834,1.96091,1.12285,1.59622,0.00050606,0.00050606,0.00050606
57,510.883,1.44319,1.14599,1.26548,0.85157,0.84178,0.84924,0.44778,1.92608,1.1224,1.59051,0.000495062,0.000495062,0.000495062
58,523.363,1.40039,1.15742,1.16153,0.85157,0.84178,0.84924,0.44778,1.92608,1.1224,1.59051,0.000484063,0.000484063,0.000484063
59,535.661,1.46032,1.09212,1.09199,0.85157,0.84178,0.84924,0.44778,1.92608,1.1224,1.59051,0.000473064,0.000473064,0.000473064
60,547.461,1.44428,1.09709,1.14821,0.96317,0.92167,0.95515,0.4649,1.90607,1.11279,1.59159,0.000462065,0.000462065,0.000462065
61,559.471,1.41346,1.08851,1.21262,0.96317,0.92167,0.95515,0.4649,1.90607,1.11279,1.59159,0.000451066,0.000451066,0.000451066
62,572.084,1.40172,1.11292,1.16849,0.96317,0.92167,0.95515,0.4649,1.90607,1.11279,1.59159,0.000440067,0.000440067,0.000440067
63,583.786,1.4766,1.08364,1.1857,0.91321,0.93302,0.95514,0.48328,1.92445,1.08573,1.60374,0.000429068,0.000429068,0.000429068
64,595.258,1.48989,0.98495,1.14644,0.91321,0.93302,0.95514,0.48328,1.92445,1.08573,1.60374,0.000418069,0.000418069,0.000418069
65,605.018,1.44314,1.0199,1.15593,0.93635,0.88579,0.95534,0.46517,1.95128,1.08258,1.62317,0.00040707,0.00040707,0.00040707
66,613.654,1.38273,0.99411,1.11595,0.93635,0.88579,0.95534,0.46517,1.95128,1.08258,1.62317,0.000396071,0.000396071,0.000396071
67,622.741,1.49022,1.04909,1.15663,0.93635,0.88579,0.95534,0.46517,1.95128,1.08258,1.62317,0.000385073,0.000385073,0.000385073
68,631.644,1.41506,1.05771,1.14885,0.88858,0.85779,0.87879,0.45188,1.99131,1.11194,1.65117,0.000374074,0.000374074,0.000374074
69,640.692,1.4004,1.00852,1.12211,0.88858,0.85779,0.87879,0.45188,1.99131,1.11194,1.65117,0.000363075,0.000363075,0.000363075
70,649.463,1.39615,1.06206,1.18055,0.88858,0.85779,0.87879,0.45188,1.99131,1.11194,1.65117,0.000352076,0.000352076,0.000352076
71,658.377,1.37436,1.02027,1.13492,0.82437,0.85883,0.84714,0.45655,2.02056,1.12171,1.68625,0.000341077,0.000341077,0.000341077
72,667.509,1.38461,0.97098,1.11399,0.82437,0.85883,0.84714,0.45655,2.02056,1.12171,1.68625,0.000330078,0.000330078,0.000330078
73,676.37,1.45466,1.02298,1.1788,0.88368,0.86503,0.86867,0.45645,2.00919,1.10284,1.67403,0.000319079,0.000319079,0.000319079
74,685.289,1.35316,0.98859,1.11359,0.88368,0.86503,0.86867,0.45645,2.00919,1.10284,1.67403,0.00030808,0.00030808,0.00030808
75,694.074,1.34314,0.97983,1.10674,0.88368,0.86503,0.86867,0.45645,2.00919,1.10284,1.67403,0.000297081,0.000297081,0.000297081
76,702.612,1.35641,0.99917,1.15304,0.88381,0.86649,0.86509,0.46928,1.98651,1.08106,1.65456,0.000286083,0.000286083,0.000286083
77,711.65,1.37323,0.98382,1.12315,0.88381,0.86649,0.86509,0.46928,1.98651,1.08106,1.65456,0.000275084,0.000275084,0.000275084
78,720.722,1.44318,0.9976,1.13964,0.88381,0.86649,0.86509,0.46928,1.98651,1.08106,1.65456,0.000264085,0.000264085,0.000264085
79,729.749,1.41634,1.05182,1.13358,0.84672,0.91309,0.87343,0.46921,1.97481,1.07129,1.63824,0.000253086,0.000253086,0.000253086
80,738.616,1.43404,1.00722,1.15634,0.84672,0.91309,0.87343,0.46921,1.97481,1.07129,1.63824,0.000242087,0.000242087,0.000242087
81,747.592,1.39634,1.04923,1.1292,0.89041,0.90176,0.88009,0.46409,1.99295,1.06385,1.64379,0.000231088,0.000231088,0.000231088
82,756.726,1.41567,0.92282,1.08788,0.89041,0.90176,0.88009,0.46409,1.99295,1.06385,1.64379,0.000220089,0.000220089,0.000220089
83,765.648,1.37795,0.92137,1.10976,0.89041,0.90176,0.88009,0.46409,1.99295,1.06385,1.64379,0.00020909,0.00020909,0.00020909
84,774.886,1.42087,1.05434,1.1084,0.89043,0.90151,0.89016,0.45738,2.04157,1.04961,1.68251,0.000198091,0.000198091,0.000198091
85,783.926,1.35544,0.97876,1.09185,0.89043,0.90151,0.89016,0.45738,2.04157,1.04961,1.68251,0.000187092,0.000187092,0.000187092
86,792.561,1.32124,0.95754,1.09215,0.89043,0.90151,0.89016,0.45738,2.04157,1.04961,1.68251,0.000176094,0.000176094,0.000176094
87,801.492,1.36375,0.939,1.07813,0.84447,0.86353,0.85962,0.44723,2.06466,1.04659,1.71747,0.000165095,0.000165095,0.000165095
88,810.427,1.34857,0.98744,1.13863,0.84447,0.86353,0.85962,0.44723,2.06466,1.04659,1.71747,0.000154096,0.000154096,0.000154096
89,819.485,1.34118,0.96712,1.14979,0.84011,0.87311,0.84141,0.4319,2.0609,1.04415,1.72346,0.000143097,0.000143097,0.000143097
90,828.571,1.41614,0.99097,1.16254,0.84011,0.87311,0.84141,0.4319,2.0609,1.04415,1.72346,0.000132098,0.000132098,0.000132098
91,837.507,1.42287,1.12957,1.21516,0.84011,0.87311,0.84141,0.4319,2.0609,1.04415,1.72346,0.000121099,0.000121099,0.000121099
92,846.155,1.34807,1.13369,1.15735,0.82888,0.88438,0.84869,0.43593,2.03424,1.05666,1.69422,0.0001101,0.0001101,0.0001101
93,854.558,1.37891,1.15073,1.14515,0.82888,0.88438,0.84869,0.43593,2.03424,1.05666,1.69422,9.91012e-05,9.91012e-05,9.91012e-05
94,863.067,1.37632,1.10065,1.15618,0.82888,0.88438,0.84869,0.43593,2.03424,1.05666,1.69422,8.81023e-05,8.81023e-05,8.81023e-05
95,871.719,1.32062,1.04629,1.16901,0.81648,0.88996,0.85123,0.42965,2.03106,1.06344,1.69541,7.71034e-05,7.71034e-05,7.71034e-05
96,880.166,1.41408,1.09495,1.18743,0.81648,0.88996,0.85123,0.42965,2.03106,1.06344,1.69541,6.61045e-05,6.61045e-05,6.61045e-05
97,888.778,1.36507,1.07675,1.11764,0.84223,0.85266,0.82022,0.43001,2.02029,1.06767,1.68805,5.51056e-05,5.51056e-05,5.51056e-05
98,897.516,1.2933,1.05479,1.14897,0.84223,0.85266,0.82022,0.43001,2.02029,1.06767,1.68805,4.41067e-05,4.41067e-05,4.41067e-05
99,907.134,1.39328,1.0784,1.13921,0.84223,0.85266,0.82022,0.43001,2.02029,1.06767,1.68805,3.31078e-05,3.31078e-05,3.31078e-05
100,916.514,1.40385,1.06984,1.1486,0.83682,0.85281,0.81885,0.43713,2.00722,1.07601,1.68047,2.21089e-05,2.21089e-05,2.21089e-05
